    Finished release [optimized] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c040_5.json out/1595515534/results/c040_5_best.csv out/1595515534/results/c040_5_predictions.csv out/1595515534/results/c040_5_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([4, 2, 2, 6, 8, 9, 4]), o: IntList([4, 2, 2, 6, 8, 9, 4, 9]) }
#   Datum { i: IntList([5, 7, 7, 3, 0, 2, 0, 6, 1]), o: IntList([5, 7, 7, 3, 0, 2, 0, 6, 1, 3]) }
#   Datum { i: IntList([6]), o: IntList([6]) }
#   Datum { i: IntList([]), o: IntList([]) }
#   Datum { i: IntList([7, 0]), o: IntList([7, 0]) }
#   Datum { i: IntList([5, 8, 2, 9, 0, 0]), o: IntList([5, 8, 2, 9, 0, 0, 9]) }
#   Datum { i: IntList([4, 8, 9, 2, 5, 7, 1, 0, 6, 2]), o: IntList([4, 8, 9, 2, 5, 7, 1, 0, 6, 2, 9]) }
#   Datum { i: IntList([9, 1, 1, 5, 1, 6, 5, 6]), o: IntList([9, 1, 1, 5, 1, 6, 5, 6, 9]) }
#   Datum { i: IntList([3, 8, 5]), o: IntList([3, 8, 5, 3]) }
#   Datum { i: IntList([4, 7, 4, 3]), o: IntList([4, 7, 4, 3, 3]) }
#   Datum { i: IntList([4, 8, 3, 7, 8]), o: IntList([4, 8, 3, 7, 8, 3]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c040,0,5,1,1330567,1330569,1227885,600.00011327,601.865582628
c040,0,5,2,227816,228716,222055,1200.00112777,1202.371091211
c040,0,5,3,106238,107198,106135,1800.00770707,1802.743216591
c040,0,5,4,95206,95948,94858,2400.010292836,2403.061072385
c040,0,5,5,110774,111416,107396,3000.0132461030003,3003.320795377
c040,0,5,6,102264,103184,99272,3600.0149538610003,3603.566436773
c040,0,5,7,61143,62064,60387,4200.024405419001,4203.898977311
c040,0,5,8,44967,45704,44448,4800.029803862,4804.211827858
c040,0,5,9,36952,37471,36504,5400.038063885,5404.513741153
c040,0,5,10,35207,35824,34864,6000.045771714,6004.845625024
c040,0,5,11,34571,35343,34099,6600.052679783,6605.082211188
# search time: 6600.053s
# total time: 6605.350s
c040,1,5,1,1312970,1312972,1222511,600.000010418,600.284649281
c040,1,5,2,224047,226152,219785,1200.0006849400002,1200.520735453
c040,1,5,3,102847,103789,103037,1800.0119778970002,1800.723101648
c040,1,5,4,93141,93889,92943,2400.015458418,2400.912733019
c040,1,5,5,113697,114265,110300,3000.019296562,3001.058113537
c040,1,5,6,103754,104643,100766,3600.020057702,3601.199015094
c040,1,5,7,66402,67327,65330,4200.024503025,4201.376024353
c040,1,5,8,47351,48031,46420,4800.032810173,4801.562590359
c040,1,5,9,38312,39049,37584,5400.046554919,5401.715177355
c040,1,5,10,35101,35862,34638,6000.0599025480005,6001.948358927
c040,1,5,11,33312,34012,32860,6600.061979862001,6602.088058467
# search time: 6600.062s
# total time: 13207.972s
c040,2,5,1,1305766,1305768,1203294,600.000276233,600.232827024
c040,2,5,2,230987,232432,225716,1200.000386581,1200.378170872
c040,2,5,3,107714,108651,107698,1800.000578436,1800.488928243
c040,2,5,4,95554,96340,95326,2400.009616102,2400.613386033
c040,2,5,5,112121,112865,108949,3000.012146117,3000.710338222
c040,2,5,6,103526,104445,100536,3600.016638132,3600.808094249
c040,2,5,7,61903,62930,61114,4200.026474987,4200.931512175
c040,2,5,8,46367,47029,45797,4800.04007461,4801.055572297
c040,2,5,9,37764,38482,37420,5400.042740182001,5401.219985326
c040,2,5,10,34992,35549,34560,6000.053255871001,6001.342781229
c040,2,5,11,34078,34786,33551,6600.064425906001,6601.441297969
# search time: 6600.064s
# total time: 19809.678s
