    Finished release [optimized + debuginfo] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c078_1.json out/1595515936/results/c078_1_best.csv out/1595515936/results/c078_1_predictions.csv out/1595515936/results/c078_1_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([2, 3, 0, 1]), o: IntList([3]) }
#   Datum { i: IntList([2, 7, 9, 5, 4, 0, 8, 1, 3, 6]), o: IntList([9]) }
#   Datum { i: IntList([1, 0]), o: IntList([1]) }
#   Datum { i: IntList([7, 1, 5, 4, 0, 2, 8, 6]), o: IntList([8]) }
#   Datum { i: IntList([2, 5, 3, 0, 6, 4, 1]), o: IntList([6]) }
#   Datum { i: IntList([1, 3, 0, 2, 2, 3, 4]), o: IntList([4]) }
#   Datum { i: IntList([3, 5, 5, 2, 1, 4, 4, 3, 0]), o: IntList([5]) }
#   Datum { i: IntList([1, 5, 0, 3, 7, 4, 6, 2]), o: IntList([7]) }
#   Datum { i: IntList([1, 2, 0]), o: IntList([2]) }
#   Datum { i: IntList([0, 0, 0, 0, 0]), o: IntList([0]) }
#   Datum { i: IntList([5, 6, 2, 1, 7, 8, 0, 9, 3, 4]), o: IntList([9]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c078,0,1,1,1401397,1401399,1291205,600.000059248,601.920735912
c078,0,1,2,588349,590733,570303,1200.00016503,1202.497562242
c078,0,1,3,281344,282475,271500,1800.002309418,1802.877461635
c078,0,1,4,190968,191854,183973,2400.002802772,2403.457758961
c078,0,1,5,163786,164644,158110,3000.006227092,3003.764842466
c078,0,1,6,123862,124700,119666,3600.0229913679996,3604.131345913
c078,0,1,7,109661,110442,106310,4200.023598999999,4204.454968003
c078,0,1,8,79358,80170,76867,4800.025299919999,4804.883459337
c078,0,1,9,71536,72331,69344,5400.035850642999,5405.341035324
c078,0,1,10,62934,63722,61236,6000.041230567999,6005.785883186
c078,0,1,11,53091,53865,51882,6600.047366650999,6606.281496316
# search time: 6600.047s
# total time: 6606.555s
c078,1,1,1,1283519,1283521,1200096,600.003054787,600.247658775
c078,1,1,2,570885,572139,553147,1200.00770044,1200.496215845
c078,1,1,3,274519,275618,264978,1800.009028726,1800.671375592
c078,1,1,4,196890,197817,189962,2400.010786867,2400.899971012
c078,1,1,5,163253,164081,157681,3000.0114796380003,3001.047014714
c078,1,1,6,116955,117798,113045,3600.0123405900003,3601.231239075
c078,1,1,7,99411,100180,96404,4200.014763119,4201.45938444
c078,1,1,8,69649,70357,67656,4800.053472066,4801.789105136
c078,1,1,9,71671,72412,69491,5400.059394222,5401.99438525
c078,1,1,10,57225,58012,55725,6000.062569382,6002.301799861
c078,1,1,11,52802,53446,51330,6600.065397853,6602.58323423
# search time: 6600.065s
# total time: 13209.550s
c078,2,1,1,1357466,1357468,1243913,600.000041092,600.208453869
c078,2,1,2,580956,582991,562483,1200.001468033,1200.378845128
c078,2,1,3,274330,275303,264323,1800.001693971,1800.500193938
c078,2,1,4,198080,199108,191334,2400.0045920449998,2400.648341585
c078,2,1,5,163265,164154,157534,3000.007986824,3000.763597619
c078,2,1,6,115439,116184,111506,3600.012135891,3600.906318209
c078,2,1,7,90688,91400,87858,4200.017509113,4201.055860149
c078,2,1,8,70618,71391,68606,4800.036246448,4801.281232778
