    Finished release [optimized + debuginfo] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c070_1.json out/1595515936/results/c070_1_best.csv out/1595515936/results/c070_1_predictions.csv out/1595515936/results/c070_1_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([3, 2, 0, 9]), o: IntList([3, 2, 0, 9, 3, 2, 0, 9]) }
#   Datum { i: IntList([7, 1, 1, 2, 1, 2]), o: IntList([7, 1, 1, 2, 1, 2, 7, 1, 1, 2, 1, 2]) }
#   Datum { i: IntList([7]), o: IntList([7, 7]) }
#   Datum { i: IntList([0, 8, 4, 3, 6, 8, 4]), o: IntList([0, 8, 4, 3, 6, 8, 4, 0, 8, 4, 3, 6, 8, 4]) }
#   Datum { i: IntList([5, 5]), o: IntList([5, 5, 5, 5]) }
#   Datum { i: IntList([4, 3, 5]), o: IntList([4, 3, 5, 4, 3, 5]) }
#   Datum { i: IntList([4, 4, 4, 4, 4]), o: IntList([4, 4, 4, 4, 4, 4, 4, 4, 4, 4]) }
#   Datum { i: IntList([9, 0, 3, 3, 3, 1, 9]), o: IntList([9, 0, 3, 3, 3, 1, 9, 9, 0, 3, 3, 3, 1, 9]) }
#   Datum { i: IntList([6, 7, 0, 9, 1, 8]), o: IntList([6, 7, 0, 9, 1, 8, 6, 7, 0, 9, 1, 8]) }
#   Datum { i: IntList([7, 6, 9, 0, 5, 1, 2]), o: IntList([7, 6, 9, 0, 5, 1, 2, 7, 6, 9, 0, 5, 1, 2]) }
#   Datum { i: IntList([5, 2, 7, 8, 3, 2]), o: IntList([5, 2, 7, 8, 3, 2, 5, 2, 7, 8, 3, 2]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c070,0,1,1,1277633,1277635,1168998,600.000236534,602.477055748
c070,0,1,2,217885,220114,213864,1200.001912535,1203.033883779
c070,0,1,3,100676,101662,100801,1800.007636809,1803.412242095
c070,0,1,4,91199,91817,91335,2400.008239765,2403.708017073
c070,0,1,5,53748,54567,54325,3000.010252678,3003.969356709
c070,0,1,6,48178,48886,48612,3600.0106688,3604.258715278
c070,0,1,7,42533,43223,42976,4200.019756502,4204.484507403
c070,0,1,8,33662,34393,34239,4800.024585592,4804.729343227
c070,0,1,9,27276,27947,27803,5400.035345803,5404.966265106
c070,0,1,10,23363,24118,23983,6000.047602073,6005.212715687
c070,0,1,11,19341,20042,19942,6600.067264299,6605.451071361
# search time: 6600.067s
# total time: 6605.673s
c070,1,1,1,1274362,1274364,1167678,600.000228788,600.32888985
c070,1,1,2,222662,224785,218474,1200.002673951,1200.562065987
c070,1,1,3,99900,100905,99969,1800.006816911,1800.764860682
c070,1,1,4,90442,91068,90518,2400.011854401,2400.915000324
c070,1,1,5,52049,52918,52714,3000.0214314570003,3001.062298588
c070,1,1,6,47218,47872,47610,3600.0290527740003,3601.221030576
c070,1,1,7,41390,42128,41931,4200.040904714,4201.368669369
c070,1,1,8,32918,33626,33471,4800.0529728110005,4801.494781864
c070,1,1,9,26737,27381,27234,5400.128638475,5401.683448218
c070,1,1,10,22871,23585,23447,6000.138964871,6001.798060915
c070,1,1,11,18963,19670,19565,6600.168768785,6601.984292799
# search time: 6600.169s
# total time: 13208.056s
c070,2,1,1,1176066,1176068,1098297,600.00118915,600.246807917
c070,2,1,2,211113,213084,206879,1200.00190439,1200.420888704
c070,2,1,3,97025,97761,96940,1800.004960097,1800.556644948
c070,2,1,4,86818,87458,86980,2400.007130384,2400.659112407
c070,2,1,5,50422,51191,51003,3000.008049175,3000.771126628
c070,2,1,6,45725,46451,46175,3600.011791926,3600.85556214
c070,2,1,7,40318,40986,40785,4200.015061588,4200.935396558
c070,2,1,8,31953,32605,32472,4800.018703989001,4801.026792516
c070,2,1,9,25901,26605,26445,5400.030623205001,5401.130887913
c070,2,1,10,21829,22563,22472,6000.0580435990005,6001.248811523
c070,2,1,11,18463,19184,19063,6600.086831405,6601.368497387
# search time: 6600.087s
# total time: 19809.648s
c070,3,1,1,1188789,1188791,1104223,600.000026057,600.222108949
c070,3,1,2,210033,211930,205908,1200.002389923,1200.362832991
c070,3,1,3,96352,97041,96232,1800.0064221090001,1800.467848355
c070,3,1,4,85913,86683,86191,2400.008456733,2400.563431819
c070,3,1,5,51043,51776,51558,3000.0087429630003,3000.632759729
c070,3,1,6,45352,46060,45782,3600.0097070990005,3600.736360812
c070,3,1,7,39942,40692,40496,4200.020514397001,4200.816315953
c070,3,1,8,31873,32546,32410,4800.021115804,4800.895185185
c070,3,1,9,25574,26376,26197,5400.037027433,5400.98509363
c070,3,1,10,22158,22784,22689,6000.05962097,6001.093344789
c070,3,1,11,18420,19201,19083,6600.079792963,6601.240320137
# search time: 6600.080s
# total time: 26411.230s
c070,4,1,1,1248140,1248142,1138394,600.000163988,600.20311161
c070,4,1,2,209291,211308,205318,1200.001402323,1200.310254668
c070,4,1,3,97198,98118,97320,1800.004719595,1800.399948359
c070,4,1,4,87350,88051,87557,2400.0061843050003,2400.477586836
c070,4,1,5,51163,51904,51711,3000.013237508,3000.554409885
c070,4,1,6,46096,46783,46515,3600.0206556810003,3600.637804417
c070,4,1,7,40874,41541,41334,4200.020933356001,4200.689915294
c070,4,1,8,32339,32996,32850,4800.031466060001,4800.76575307
c070,4,1,9,25946,26648,26475,5400.040073891,5400.859788035
c070,4,1,10,22363,23055,22928,6000.0497318160005,6000.936933358
c070,4,1,11,18616,19297,19183,6600.05560003,6601.018014238
# search time: 6600.056s
# total time: 33012.596s
