    Finished release [optimized] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c032_1.json out/1594483387/results/c032_1_best.csv out/1594483387/results/c032_1_predictions.csv out/1594483387/results/c032_1_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([4, 7, 3, 3]), o: IntList([3, 3]) }
#   Datum { i: IntList([9, 8, 2, 9, 3, 6, 5, 8, 1]), o: IntList([2, 9, 3, 6, 5, 8, 1]) }
#   Datum { i: IntList([7, 7, 5, 5, 0, 7, 0, 5]), o: IntList([5, 5, 0, 7, 0, 5]) }
#   Datum { i: IntList([7, 2, 6, 0, 1, 1, 3, 4, 9, 8]), o: IntList([7, 2, 6, 0, 1, 1, 3, 4]) }
#   Datum { i: IntList([8, 9, 9]), o: IntList([8]) }
#   Datum { i: IntList([0, 8, 5, 4, 6, 1]), o: IntList([0, 8, 5, 4]) }
#   Datum { i: IntList([0, 9, 4, 6, 8, 2, 5, 7, 1]), o: IntList([0, 9, 4, 6, 8, 2, 5]) }
#   Datum { i: IntList([3, 7, 0, 5, 1, 4, 8, 6, 2, 9]), o: IntList([3, 7, 0, 5, 1, 4, 8, 6]) }
#   Datum { i: IntList([7, 6, 4, 4, 1, 8, 3]), o: IntList([4, 4, 1, 8, 3]) }
#   Datum { i: IntList([6, 3, 2, 9, 9, 2, 6, 2]), o: IntList([2, 9, 9, 2, 6, 2]) }
#   Datum { i: IntList([0, 1, 7, 9, 3]), o: IntList([0, 1, 7]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c032,0,1,1,1001771,1001772,850622,600.004658744,602.086471439
c032,0,1,2,616103,616292,598858,1200.0047629599999,1203.283660574
c032,0,1,3,282393,282566,272526,1800.005747576,1803.866733567
c032,0,1,4,204633,204817,197573,2400.010162821,2404.351985656
c032,0,1,5,106135,106323,105781,3000.016585612,3005.139352994
c032,0,1,6,99682,99871,98928,3600.020526024,3606.019378647
c032,0,1,7,84796,84985,84611,4200.025668789,4206.789609137
c032,0,1,8,65625,65809,65394,4800.029176186999,4807.553000766
c032,0,1,9,51201,51385,51068,5400.037747875,5408.403466726
c032,0,1,10,43960,44144,43870,6000.038726256999,6009.175952181
c032,0,1,11,39175,39364,39083,6600.101687565999,6610.056087173
# search time: 6600.102s
# total time: 6610.392s
c032,1,1,1,1001910,1001911,856325,600.001186744,600.237470337
c032,1,1,2,631132,631308,613470,1200.001800854,1200.706803934
c032,1,1,3,279978,280158,270336,1800.003467056,1800.959284663
c032,1,1,4,201802,201986,194515,2400.004864071,2401.174633047
c032,1,1,5,104871,105055,104440,3000.009232708,3001.621287212
c032,1,1,6,98860,99042,98120,3600.012575627,3602.048381871
c032,1,1,7,85385,85560,84957,4200.01392495,4202.453178023
c032,1,1,8,64486,64674,64236,4800.020926611,4802.813741005
c032,1,1,9,49104,49283,49099,5400.026918396,5403.215449798
c032,1,1,10,44944,45123,44816,6000.030571973,6003.681273421
c032,1,1,11,39124,39303,39012,6600.036804134001,6604.170062787
# search time: 6600.037s
# total time: 13216.113s
c032,2,1,1,1115688,1115689,1009828,600.000922671,600.397232678
c032,2,1,2,692050,692230,672608,1200.0014531860002,1200.75909096
c032,2,1,3,317066,317245,306039,1800.0024022420002,1800.961401346
c032,2,1,4,225344,225529,217365,2400.003698285,2401.148014447
c032,2,1,5,113775,113951,113358,3000.005895997,3001.388458698
c032,2,1,6,101748,101928,100980,3600.007309124,3601.704510309
c032,2,1,7,86150,86324,85860,4200.026968113,4201.999048175
c032,2,1,8,65955,66142,65813,4800.027645377,4802.249130137
c032,2,1,9,50392,50569,50390,5400.034933137,5402.661249412
c032,2,1,10,45755,45926,45651,6000.036651769,6002.883690021
c032,2,1,11,39891,40072,39794,6600.038132757,6603.190048076
# search time: 6600.038s
# total time: 19820.057s
c032,3,1,1,1095917,1095918,937112,600.000782152,600.201239536
c032,3,1,2,613525,613711,597089,1200.001303604,1200.471077434
