    Finished release [optimized] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c039_4.json out/1594483387/results/c039_4_best.csv out/1594483387/results/c039_4_predictions.csv out/1594483387/results/c039_4_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([2, 1, 9]), o: IntList([2, 1, 9, 3]) }
#   Datum { i: IntList([1, 5, 7, 3, 4, 8, 6, 9, 2]), o: IntList([1, 5, 7, 3, 4, 8, 6, 9, 2, 9]) }
#   Datum { i: IntList([9, 3, 6]), o: IntList([9, 3, 6, 3]) }
#   Datum { i: IntList([7, 8, 4, 6, 3, 5, 1]), o: IntList([7, 8, 4, 6, 3, 5, 1]) }
#   Datum { i: IntList([4, 5, 8, 4, 0, 2, 8, 7, 2]), o: IntList([4, 5, 8, 4, 0, 2, 8, 7, 2, 9]) }
#   Datum { i: IntList([0, 0, 6, 6, 0, 0]), o: IntList([0, 0, 6, 6, 0, 0]) }
#   Datum { i: IntList([7, 2, 4, 4, 9, 5, 7, 2, 3]), o: IntList([7, 2, 4, 4, 9, 5, 7, 2, 3, 9]) }
#   Datum { i: IntList([3, 8, 6]), o: IntList([3, 8, 6, 3]) }
#   Datum { i: IntList([9, 1, 4]), o: IntList([9, 1, 4, 3]) }
#   Datum { i: IntList([2, 1, 0, 1, 7, 8, 1, 8, 7]), o: IntList([2, 1, 0, 1, 7, 8, 1, 8, 7, 9]) }
#   Datum { i: IntList([0, 5, 6, 5, 5]), o: IntList([0, 5, 6, 5, 5]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c039,0,4,1,1111907,1111908,949493,600.002418552,601.921725993
c039,0,4,2,491778,491963,478785,1200.002731327,1202.932450172
c039,0,4,3,182210,182402,181151,1800.0059569569999,1803.895386197
c039,0,4,4,156340,156531,155539,2400.010076927,2404.603886511
c039,0,4,5,119355,119549,118873,3000.0141313239997,3005.248899647
c039,0,4,6,83245,83439,82829,3600.0153747299996,3605.873157797
c039,0,4,7,70997,71197,70106,4200.028348,4206.650995099
c039,0,4,8,60182,60373,59125,4800.047373007,4807.251475456
c039,0,4,9,58850,59040,57816,5400.052901731,5407.876176117
c039,0,4,10,53913,54102,52803,6000.053633787,6008.399741621
c039,0,4,11,39294,39484,38863,6600.060903865,6609.072757483
# search time: 6600.061s
# total time: 6609.410s
c039,1,4,1,1092413,1092414,932405,600.005359764,600.272104257
c039,1,4,2,471824,472010,459619,1200.005611953,1200.69015978
c039,1,4,3,183912,184100,182857,1800.007119225,1801.057394966
c039,1,4,4,160657,160848,159658,2400.00896632,2401.367714826
c039,1,4,5,118961,119148,118384,3000.013659445,3001.688536641
c039,1,4,6,78292,78476,78035,3600.044188589,3602.109641652
c039,1,4,7,70719,70909,69782,4200.075287579,4202.413090939
c039,1,4,8,59659,59847,58655,4800.08636962,4802.752895844
c039,1,4,9,57728,57913,56578,5400.090695578,5402.999403508
c039,1,4,10,53874,54062,52765,6000.096977217,6003.288766649
c039,1,4,11,40829,41015,40328,6600.131636483,6603.871218695
# search time: 6600.132s
# total time: 13214.015s
c039,2,4,1,1167849,1167850,1044900,600.000264735,600.279690412
c039,2,4,2,587721,587889,572152,1200.000624367,1200.581526826
c039,2,4,3,230648,230810,229270,1800.00238397,1800.831403547
c039,2,4,4,186989,187149,186027,2400.002861721,2401.059230996
c039,2,4,5,123835,124011,123275,3000.006748786,3001.266928398
c039,2,4,6,85292,85463,84937,3600.010310939,3601.494188589
c039,2,4,7,71608,71777,70701,4200.013007298,4201.707170809
c039,2,4,8,61801,61970,60709,4800.017907256,4801.870224882
c039,2,4,9,58840,59008,57616,5400.03055937,5402.089804336
c039,2,4,10,54809,54979,53645,6000.03583279,6002.300188438
c039,2,4,11,38947,39109,38445,6600.0383040570005,6602.589700343
# search time: 6600.038s
# total time: 19816.943s
c039,3,4,1,1105627,1105628,986146,600.003058906,600.240793504
c039,3,4,2,498294,498462,485434,1200.004153284,1200.469718188
c039,3,4,3,190168,190320,189057,1800.006927981,1800.662519981
c039,3,4,4,166013,166178,164993,2400.009391911,2400.823281424
c039,3,4,5,117578,117732,116985,3000.009899841,3000.988785388
c039,3,4,6,83923,84091,83517,3600.015167816,3601.143631748
c039,3,4,7,70741,70907,69876,4200.017833152,4201.303633755
c039,3,4,8,61288,61447,60137,4800.023095334,4801.449986783
c039,3,4,9,58017,58181,56936,5400.030777542999,5401.615314909
c039,3,4,10,54249,54413,53119,6000.031213806999,6001.757547904
c039,3,4,11,38820,38992,38374,6600.0366099699995,6602.005436383
# search time: 6600.037s
# total time: 26419.558s
c039,4,4,1,1058155,1058156,946248,600.001895982,600.255400517
c039,4,4,2,491707,491881,478954,1200.00278582,1200.459051759
c039,4,4,3,181762,181939,180739,1800.0054010590002,1800.622765907
c039,4,4,4,159523,159699,158635,2400.007004604,2400.777565124
c039,4,4,5,117286,117471,116719,3000.007070111,3000.886411157
c039,4,4,6,83206,83382,82798,3600.0124229559997,3601.006584714
c039,4,4,7,68226,68413,67431,4200.013900213,4201.158387204
c039,4,4,8,62514,62687,61309,4800.017295926,4801.272884433
c039,4,4,9,59667,59839,58529,5400.031949774,5401.358540031
c039,4,4,10,54680,54856,53639,6000.035078344,6001.506416377
c039,4,4,11,38624,38796,38180,6600.041340577,6601.588614112
# search time: 6600.041s
# total time: 33021.746s
